arm,mean_dice,rare_dice,fnr,expected_cost,val_best_rare_dice
baseline,0.28205865633208305,0.00343649135902524,0.051948051947532985,1.15604936822661,0.005791852250695229
cgan_selected,0.26000690180808306,0.04693150892853737,0.05394605394551502,1.1173386432860997,0.03486829251050949
copy_paste,0.23299327911809087,0.09769805520772934,0.07192807192735337,1.2486260917280558,0.15025851130485535
diffusion_selected,0.25412121997214854,0.006231018342077732,0.034965034964685664,0.9546164895948819,0.008754793554544449
stylegan_selected,0.2945710951462388,0.061828721314668655,0.01698301698284732,0.7951123368643053,0.0630979984998703
weighted,0.25698767811991274,0.14345118403434753,0.05694305694248808,1.161981359485913,0.1062294989824295
